employee_id,age,department,education,years_exp,annual_income,credit_score,loan_amount,satisfaction,churned
10398,54,Engineering,Master's,33,94768,778,50767.66172076179,3.0,0
10399,36,Marketing,PhD,12,50845,646,19226.671337288404,5.0,1
10400,52,Engineering,Bachelor's,33,30415,647,34845.6910660799,4.0,0
10401,18,Operations,Bachelor's,0,55169,619,,4.0,1
10402,30,Marketing,Bachelor's,2,29723,635,10703.299874698036,3.0,0
10403,38,Engineering,Bachelor's,19,73414,718,12338.938004386959,2.0,0
10404,38,Marketing,Bachelor's,18,45332,585,17899.944263013258,5.0,0
10405,32,Marketing,Bachelor's,11,34051,648,66153.78693193132,1.0,1
10406,45,HR,PhD,24,47506,692,,3.0,0
10407,25,Operations,PhD,6,14150,612,3611.933965721486,3.0,0
10408,36,Marketing,Master's,17,18470,700,,,0
10409,39,Finance,Master's,20,17741,671,11065.181009173599,3.0,0
10410,44,Sales,Bachelor's,23,39567,730,8588.463915099936,3.0,0
10411,46,Engineering,Master's,25,102694,723,23847.929868158306,5.0,0
10412,24,HR,Master's,5,138521,758,58268.454392430926,,0
10413,19,Sales,Bachelor's,0,53254,708,81946.77127188804,2.0,0
10414,53,Sales,PhD,29,49045,749,26504.24064538118,4.0,0
10415,41,Finance,Bachelor's,22,12324,610,45528.553790958074,3.0,0
10416,29,Marketing,Bachelor's,8,26223,626,18621.656256834045,4.0,0
10417,56,Operations,Master's,34,22636,672,5840.169602247097,4.0,0
10418,39,HR,PhD,20,25021,679,18594.617886617598,3.0,0
10419,52,Sales,Bachelor's,32,32830,717,20246.665881346253,3.0,0
10420,38,Sales,Master's,17,27357,622,,4.0,0
10421,62,Marketing,Bachelor's,37,11074,685,6207.78393384119,5.0,0
10422,59,Operations,Bachelor's,36,56882,636,11483.927909161543,4.0,0
10423,35,Sales,Master's,14,19079,700,11314.9976790924,1.0,1
10424,49,Engineering,Bachelor's,27,41921,667,80124.07382037686,3.0,0
10425,45,Marketing,Master's,25,126051,753,14672.19993532074,3.0,1
10426,54,Sales,Bachelor's,32,20918,668,35172.01705000299,3.0,0
10427,26,Engineering,Bachelor's,6,7957,664,34738.62911897118,4.0,0
10428,46,Engineering,Bachelor's,27,30589,564,7715.636036972037,4.0,0
10429,50,Marketing,Bachelor's,28,70303,711,,2.0,0
10430,18,Marketing,Bachelor's,0,117595,689,,3.0,0
10431,23,Marketing,PhD,3,17366,601,16118.342395368207,4.0,0
10432,18,Engineering,Bachelor's,0,48923,708,72564.0219113215,3.0,0
10433,34,Engineering,Master's,15,27469,616,6034.54113797775,5.0,0
10434,46,HR,Bachelor's,26,34078,710,1926.3219897275787,4.0,0
10435,56,Sales,Bachelor's,37,177478,830,55514.50160095749,5.0,0
10436,38,Engineering,Bachelor's,15,14738,692,,5.0,0
10437,57,Marketing,Bachelor's,35,42287,677,122622.70241858548,5.0,0
10438,21,Sales,Bachelor's,1,48079,611,28438.51818621191,1.0,0
10439,18,Engineering,Bachelor's,0,69666,699,68991.98090156175,5.0,1
10440,37,Engineering,Bachelor's,17,38514,681,43854.22687982341,2.0,1
10441,42,Engineering,High School,19,43688,611,46515.89793875369,1.0,0
10442,37,Finance,Bachelor's,17,28710,635,21049.39281419671,4.0,0
10443,18,HR,Bachelor's,0,42679,649,12046.423997209102,3.0,0
10444,36,HR,High School,9,29557,675,68164.80333301736,3.0,0
10445,22,HR,PhD,3,52730,621,14146.004416028803,3.0,0
10446,46,Sales,Bachelor's,27,29092,560,19349.137115956117,3.0,0
10447,42,Marketing,Master's,21,45536,699,14769.923601870256,4.0,0
10448,26,Sales,Bachelor's,0,35683,579,20799.7916508969,3.0,0
10449,31,Engineering,Master's,11,71369,598,15895.792651004447,4.0,0
10450,25,Sales,Bachelor's,6,35212,526,1228.9041912246098,5.0,0
10451,37,HR,Master's,17,12533,676,53436.97734784835,4.0,0
10452,49,Sales,Bachelor's,28,77431,723,14692.388577555548,4.0,1
10453,26,Marketing,PhD,7,21090,621,22225.624140743854,5.0,0
10454,44,Engineering,Master's,22,24532,719,3746.973000413336,2.0,1
10455,31,Sales,Master's,0,25402,645,1000.0,4.0,0
10456,28,HR,Bachelor's,8,82839,746,7035.545838998734,5.0,0
10457,36,Finance,Bachelor's,16,10082,584,30484.44063542309,5.0,0
10458,25,Marketing,Bachelor's,5,238625,799,2611.6487340087474,4.0,1
10459,31,HR,Bachelor's,12,68434,614,59891.49044972821,2.0,0
10460,23,Sales,Master's,0,41520,624,6052.507809631241,5.0,0
10461,61,Finance,High School,40,35138,698,5722.552948569492,3.0,1
10462,38,Sales,High School,18,43102,695,5007.290232655405,3.0,0
10463,29,Sales,Bachelor's,7,49646,655,1000.0,3.0,0
10464,40,Sales,Bachelor's,20,53483,707,,4.0,0
10465,36,HR,Bachelor's,14,50683,696,51992.94574514884,5.0,0
10466,35,Operations,Master's,16,38320,748,23808.48769364355,5.0,0
10467,45,Engineering,Bachelor's,21,32260,655,5212.531300250889,4.0,0
10468,47,Engineering,High School,20,33164,628,8396.540470086382,1.0,1
10469,31,Operations,Bachelor's,9,32307,653,16153.092847999567,4.0,0
10470,31,Sales,Bachelor's,3,71701,631,77166.57482306415,,0
10471,34,Sales,High School,15,51851,730,7103.919733189446,4.0,1
10472,18,Sales,Master's,0,6221,593,32886.1979132259,5.0,0
10473,19,Engineering,Master's,0,53827,620,14470.841620233063,5.0,0
10474,54,HR,Master's,33,40816,679,8840.111152927197,4.0,0
10475,57,HR,Master's,37,35910,731,15216.287913286616,2.0,1
10476,35,Marketing,High School,15,28764,646,1846.7270279869251,4.0,0
10477,44,Marketing,PhD,25,71286,681,40072.40526875558,5.0,0
10478,41,Finance,Master's,21,64120,759,6969.773829194405,3.0,0
10479,74,Engineering,Master's,40,22840,664,32312.098379424893,5.0,1
10480,51,Finance,High School,29,46361,696,1769.9080820153163,3.0,0
10481,36,Engineering,PhD,17,20272,676,77582.13320211771,4.0,0
10482,26,Sales,Master's,7,15870,561,5361.25450401395,4.0,0
10483,18,Operations,Master's,0,24933,639,53584.48234039469,,0
10484,40,Sales,High School,19,60927,644,41449.06155907873,5.0,0
10485,28,Marketing,Master's,3,64336,690,,3.0,0
10486,20,HR,PhD,0,49407,601,16246.956281095112,,0
10487,30,Marketing,Master's,10,56109,692,32493.49581428606,4.0,0
10488,25,Engineering,Bachelor's,2,49498,687,,3.0,0
10489,58,Operations,PhD,37,24713,728,5094.807448871957,4.0,0
10490,48,HR,Bachelor's,29,47058,705,14633.159329589082,1.0,0
10491,37,Sales,Bachelor's,16,58702,669,4530.524527893879,2.0,0
10492,55,Marketing,Bachelor's,29,57100,680,100496.64106726712,4.0,0
10493,38,Engineering,PhD,18,74113,754,2529.9655740368944,4.0,0
10494,27,Engineering,High School,7,55546,630,22241.93348594323,,0
10495,56,Sales,Bachelor's,37,44840,668,24618.512650249184,3.0,0
10496,44,HR,Master's,25,69015,731,19309.064336163494,2.0,0
10497,25,Sales,Master's,5,35742,606,27131.487312716396,4.0,0
10498,35,Finance,Bachelor's,14,21394,607,,2.0,1
10499,27,Engineering,Master's,8,32930,584,20243.065627749067,4.0,0
10500,21,Marketing,PhD,0,23226,599,8464.300981069719,4.0,0
10501,49,Engineering,High School,26,24219,668,70408.73547173431,4.0,0
10502,60,Marketing,Bachelor's,39,33299,714,35894.64288781466,3.0,0
10503,21,Engineering,High School,0,22573,656,89852.40092538427,4.0,0
10504,44,Operations,Bachelor's,25,30188,695,1000.0,5.0,0
10505,30,Engineering,Bachelor's,10,11658,621,,3.0,1
10506,32,Operations,Master's,11,41273,647,5435.952293626793,3.0,0
10507,30,Marketing,Master's,6,36341,661,1000.0,,0
10508,27,Operations,High School,4,22242,676,6937.542724434533,3.0,0
10509,38,Sales,High School,19,53935,686,28390.41321494355,4.0,0
10510,28,Operations,Bachelor's,1,63738,634,6569.498740688405,5.0,0
10511,41,Engineering,Bachelor's,22,13842,615,17782.954212211145,4.0,1
10512,37,HR,Bachelor's,12,22979,584,54690.84378448398,4.0,0
10513,35,Operations,Master's,6,22891,656,29584.484495549106,4.0,0
10514,27,Engineering,Master's,8,20662,655,12547.847530790832,1.0,1
10515,31,Engineering,Bachelor's,9,59735,688,11649.052736490245,3.0,0
10516,47,Marketing,Master's,28,32328,676,15208.012849884613,5.0,1
10517,44,Operations,Bachelor's,24,30986,729,4871.235830752315,5.0,0
10518,26,Sales,Master's,5,10912,599,25128.1010586991,5.0,0
10519,39,Sales,Bachelor's,18,53170,716,11319.92565313203,5.0,0
10520,47,Engineering,High School,20,17265,652,47825.36583176436,3.0,0
10521,18,Engineering,Master's,0,37645,605,35321.36557297092,3.0,0
10522,44,Finance,Bachelor's,24,42891,706,23573.13029137393,3.0,0
10523,30,Engineering,Master's,7,82157,696,,2.0,0
10524,44,Sales,Bachelor's,16,16559,659,5890.901205571186,5.0,0
10525,28,Operations,High School,9,5933,625,37419.68554515934,5.0,0
10526,18,Engineering,High School,0,40550,630,16658.20607168645,,0
10527,18,Sales,Bachelor's,0,106970,781,6364.244256170021,4.0,0
10528,38,Engineering,Master's,14,76371,736,,3.0,0
10529,41,Sales,Bachelor's,22,41183,705,4520.094864489908,3.0,0
10530,27,Engineering,Master's,8,27038,642,37532.66554615154,3.0,0
10531,45,HR,Master's,25,58939,737,6501.257116884143,4.0,0
10532,18,Marketing,Master's,0,20249,636,18697.596561280512,4.0,0
10533,37,Marketing,Bachelor's,17,48330,673,15016.313150880767,5.0,0
10534,23,Sales,Master's,4,49181,635,21664.364154191673,5.0,0
10535,30,Engineering,Bachelor's,9,68605,669,52420.77674679873,2.0,0
10536,38,HR,Bachelor's,13,190193,651,50576.0368426685,2.0,0
10537,27,Marketing,Bachelor's,7,45956,659,14994.885285438466,4.0,0
10538,33,Sales,Bachelor's,14,26758,629,1000.0,3.0,0
10539,50,Engineering,High School,30,35762,752,13897.48406019645,5.0,0
10540,31,HR,Bachelor's,12,12563,634,23297.392552615194,4.0,1
10541,48,Engineering,Bachelor's,24,23936,619,,3.0,0
10542,24,Marketing,Bachelor's,0,28408,620,26341.171867070534,4.0,0
10543,44,Engineering,Master's,23,26517,625,4183.136041815294,4.0,0
10544,55,HR,Bachelor's,35,39791,720,25999.27719780784,5.0,0
10545,18,Engineering,Bachelor's,0,22171,629,5042.246494124443,1.0,1
10546,28,Finance,Bachelor's,7,71155,709,34709.812085673446,5.0,0
10547,44,Finance,Master's,20,36320,637,10353.349861378158,4.0,0
10548,35,Engineering,High School,14,36113,658,30937.846161157122,4.0,0
10549,42,Sales,Bachelor's,19,29829,607,1226.2269133939658,1.0,1
10550,30,Engineering,Bachelor's,9,39859,677,13100.305719696025,4.0,0
10551,39,Marketing,Master's,19,59579,706,,4.0,0
10552,36,HR,Bachelor's,8,21584,653,6432.71841106636,4.0,1
10553,52,Sales,Master's,31,24468,681,39653.66248971948,5.0,0
10554,41,Sales,High School,20,30265,680,24909.047094452057,4.0,0
10555,42,Engineering,Bachelor's,23,16195,723,22141.72087718324,5.0,0
10556,33,Marketing,Bachelor's,12,22213,630,10906.441271008067,3.0,0
10557,32,Engineering,High School,11,27289,649,16466.299529952154,5.0,0
10558,32,HR,Bachelor's,13,61367,631,22742.146117202017,3.0,0
10559,42,Sales,Bachelor's,23,42511,645,15988.364856217404,5.0,0
10560,32,HR,Bachelor's,11,40788,658,29959.157416780425,5.0,0
10561,41,Engineering,Master's,18,60508,728,14215.647255214933,3.0,0
10562,62,Marketing,Bachelor's,40,33442,696,5649.726828792815,4.0,0
10563,48,Marketing,Master's,29,45902,685,6017.856107530358,4.0,0
10564,34,Engineering,Bachelor's,12,34134,635,,2.0,1
10565,52,Marketing,Bachelor's,33,42583,678,8951.101145373843,4.0,0
10566,33,Finance,Bachelor's,13,25599,658,34549.3567022048,3.0,0
10567,18,Finance,High School,0,8406,546,39516.73177534176,5.0,0
10568,25,Sales,High School,6,33504,690,5655.818639622116,5.0,0
10569,18,Marketing,Bachelor's,0,85276,641,79881.42207201157,4.0,0
10570,33,Engineering,PhD,13,63305,705,17449.108786998313,4.0,0
10571,38,Finance,Master's,19,64811,639,62216.46670088718,4.0,0
10572,58,Engineering,High School,38,76242,763,30669.5476216639,3.0,0
10573,41,Operations,Master's,20,38299,697,32042.36143836971,4.0,0
10574,35,Sales,Master's,15,40879,678,2221.9722100395907,4.0,0
10575,47,Marketing,Bachelor's,27,25069,634,6211.249589750936,5.0,0
10576,18,Operations,Master's,0,30042,634,,4.0,1
10577,40,Engineering,Bachelor's,21,52546,636,31480.764503674152,4.0,0
10578,47,Sales,Bachelor's,26,74781,701,10556.570898396376,4.0,0
10579,20,Sales,Bachelor's,1,33400,669,38620.826565105024,3.0,0
10580,51,Engineering,Bachelor's,32,27719,718,10347.623838091293,4.0,0
10581,42,Marketing,Bachelor's,21,36327,671,42777.597130266884,4.0,1
10582,33,Sales,Bachelor's,12,52089,626,3501.624502425284,3.0,1
10583,45,HR,PhD,20,15270,678,,4.0,0
10584,65,Engineering,Master's,40,9157,688,10421.110423346732,4.0,1
10585,40,Operations,Master's,12,26099,552,13126.80688050023,4.0,0
10586,40,Engineering,Master's,21,17458,687,10719.730729535557,4.0,0
10587,32,Engineering,PhD,13,26772,646,36060.7241596976,4.0,0
10588,27,Engineering,High School,8,33234,690,2549.472456263485,4.0,1
10589,47,Engineering,Bachelor's,28,27668,634,10816.425225335835,5.0,0
10590,27,Engineering,Bachelor's,6,86810,554,45386.96382179056,3.0,0
10591,38,Operations,Master's,16,44180,678,1728.3151721882307,5.0,1
10592,32,Marketing,Bachelor's,13,43489,672,71331.31055815156,4.0,0
10593,43,Engineering,Master's,16,52750,606,107289.73913387998,5.0,0
10594,42,Engineering,High School,18,18337,611,2318.462016666939,,0
10595,50,HR,Bachelor's,30,67742,824,8607.105046955678,3.0,0
10596,31,Finance,Master's,12,34701,639,11646.332984140665,2.0,1
10597,34,Engineering,Bachelor's,15,54300,702,37446.44841785566,4.0,0
10598,26,Engineering,Bachelor's,7,19089,603,22653.98148253106,4.0,0
10599,32,Engineering,Bachelor's,13,14296,553,25846.30811715402,4.0,0
10600,42,Engineering,Bachelor's,21,59321,682,35419.85189732685,4.0,0
10601,47,Engineering,Master's,28,45517,681,,3.0,0
10602,26,Marketing,Bachelor's,6,21136,612,44775.41216923665,,0
10603,48,Engineering,Bachelor's,16,21551,644,,4.0,0
10604,54,Sales,High School,32,71343,731,21529.78218539312,3.0,0
10605,42,Engineering,Master's,15,17789,638,55121.79389151286,4.0,0
10606,60,Operations,Bachelor's,40,97304,707,30124.862642444095,3.0,0
10607,28,Operations,Bachelor's,8,21154,652,5631.76913799235,4.0,0
10608,23,Sales,Master's,2,53265,568,14041.807950674349,2.0,0
10609,18,Marketing,Bachelor's,0,29816,541,17032.583263691915,3.0,0
10610,55,Marketing,Master's,36,52151,743,1420.0167716859605,4.0,0
10611,45,Marketing,Bachelor's,23,26200,687,77326.74502401541,4.0,0
10612,37,HR,Bachelor's,15,32936,654,3440.7017654043366,3.0,0
10613,41,Marketing,Bachelor's,21,37218,615,29888.649187056264,5.0,0
10614,24,Finance,PhD,3,19904,593,17642.188889679146,3.0,0
10615,67,Operations,Master's,40,56641,714,1000.0,4.0,0
10616,39,Marketing,Bachelor's,20,26690,597,64672.645814624375,3.0,0
10617,39,Sales,Bachelor's,19,31660,633,47736.02423917806,3.0,0
10618,46,Engineering,Master's,27,19998,696,18571.98592392476,4.0,0
10619,43,Engineering,Master's,24,7805,711,6499.802930402311,3.0,0
10620,40,Marketing,Master's,12,32382,633,3241.981702095937,4.0,0
10621,28,Engineering,Bachelor's,7,154441,767,11290.048763915544,,0
10622,43,Finance,Master's,21,58148,611,7373.652494832399,4.0,0
10623,60,Engineering,Bachelor's,40,35898,735,17665.498347456898,3.0,1
10624,54,Marketing,Bachelor's,34,31016,660,84837.64801583564,3.0,0
10625,57,Sales,Bachelor's,38,36808,717,21388.917208738305,1.0,1
10626,31,HR,PhD,12,50426,654,55166.20862222922,4.0,0
10627,26,Marketing,Bachelor's,7,17881,681,26308.406163255942,4.0,0
10628,36,Finance,Bachelor's,13,70869,647,16120.667528173313,5.0,0
10629,38,Sales,Master's,16,55783,701,48207.96821330926,4.0,0
10630,51,Marketing,Bachelor's,30,55877,693,15936.573744688461,5.0,0
10631,18,Engineering,Master's,0,47244,631,50743.089584039255,4.0,0
10632,56,Marketing,Master's,30,36745,682,8617.839520111886,1.0,1
10633,36,Finance,High School,17,54378,643,3447.467852274671,3.0,0
10634,32,Sales,PhD,13,51797,666,48329.81528460623,4.0,0
10635,25,Finance,Master's,5,29365,630,22132.83577050794,4.0,0
10636,18,Sales,Master's,0,25740,630,54976.446024455814,2.0,1
10637,47,Engineering,Master's,14,38604,662,69445.94465956012,4.0,0
10638,38,Engineering,Master's,19,91987,743,1377.9991261783127,4.0,0
10639,22,Marketing,High School,0,17266,650,17377.191645048726,4.0,0
10640,22,HR,Bachelor's,0,15055,570,11748.672734339618,3.0,1
10641,33,Finance,Master's,14,40088,694,24578.023394138225,4.0,0
10642,58,Engineering,Bachelor's,38,37441,658,39447.414926765814,1.0,1
10643,34,Sales,High School,14,40295,683,8233.103688876507,2.0,0
10644,19,Marketing,Master's,0,42039,658,20343.26245470787,4.0,0
10645,35,Marketing,Master's,16,31763,580,30837.49328539134,3.0,1
10646,34,Engineering,Bachelor's,11,88780,696,3609.2070135206495,3.0,0
10647,18,Engineering,Master's,0,13897,592,42059.20948488248,3.0,0
10648,37,Engineering,Master's,15,22090,617,23292.064514923455,4.0,0
10649,35,Engineering,Bachelor's,15,34133,711,74663.08866510591,,0
10650,46,Engineering,Master's,25,13549,634,10370.048491837793,3.0,1
10651,60,Engineering,Bachelor's,36,32678,665,2861.3193068439805,4.0,0
10652,51,Sales,Bachelor's,28,98408,737,17655.871345591757,4.0,0
10653,34,Marketing,Bachelor's,9,36773,674,,5.0,0
10654,24,Operations,Bachelor's,5,41706,637,87272.46477214241,3.0,0
10655,68,Engineering,Bachelor's,40,17049,740,1000.0,3.0,0
10656,38,Marketing,Master's,19,25088,679,35010.22779044401,4.0,0
10657,38,Marketing,Master's,18,28995,572,18616.401830585928,3.0,0
10658,37,Engineering,Bachelor's,16,30012,634,11496.210311243043,5.0,0
10659,40,Finance,Master's,20,78353,680,1702.7466570380216,4.0,0
10660,36,Engineering,Bachelor's,15,50747,689,24332.56948096725,3.0,1
10661,31,Operations,High School,0,18641,509,22000.195348283894,5.0,0
10662,31,Finance,Master's,12,42104,759,8243.289705437639,1.0,0
10663,37,Sales,High School,15,48968,690,60260.299917283155,5.0,0
10664,31,Sales,Bachelor's,11,71976,685,9064.092191675778,5.0,0
10665,29,Sales,Master's,10,93744,742,14933.446796806771,4.0,0
10666,39,Marketing,Bachelor's,20,19750,749,19618.541877543354,2.0,1
10667,34,Sales,Master's,7,22325,666,2640.45478178579,3.0,0
10668,56,Engineering,Bachelor's,31,17076,713,67265.7157500422,3.0,0
10669,18,Engineering,High School,0,31558,630,11731.543710726017,3.0,0
10670,51,Marketing,Bachelor's,18,48041,668,2105.723485617577,4.0,0
10671,52,Sales,Bachelor's,33,65670,699,12246.63634330432,5.0,0
10672,18,Finance,Bachelor's,0,34697,594,22919.93069632605,4.0,0
10673,33,Engineering,Bachelor's,11,29974,618,18020.806082505507,4.0,0
10674,33,Finance,Master's,13,39777,603,29648.572609183644,4.0,0
10675,21,Engineering,Master's,1,22002,616,1427.0647667214055,5.0,0
10676,28,Marketing,Bachelor's,8,127226,650,8370.760987222075,1.0,0
10677,24,Marketing,Bachelor's,3,13841,624,42763.32412543098,4.0,0
10678,59,Marketing,Bachelor's,38,40572,707,2081.651471667425,5.0,0
10679,49,Engineering,PhD,30,122291,763,48359.46442043164,5.0,0
10680,53,Sales,PhD,33,36463,674,2409.911772242962,5.0,0
10681,46,Finance,Bachelor's,25,32402,798,44962.68688111778,4.0,0
10682,24,Marketing,Master's,3,29305,683,11187.993467443073,3.0,1
10683,31,Sales,Bachelor's,12,32590,600,23682.222685098146,4.0,0
10684,43,Finance,High School,20,82760,715,4148.032942658481,1.0,1
10685,23,HR,High School,4,9632,591,1711.4875329201743,4.0,0
10686,46,Sales,Bachelor's,26,91131,684,6081.686008377095,4.0,0
10687,35,Engineering,Bachelor's,12,15454,582,3419.955727755259,4.0,0
10688,33,Finance,High School,12,30946,666,9363.914567643398,5.0,0
10689,46,Sales,Master's,27,28069,649,18058.388480922047,4.0,1
10690,43,Engineering,Bachelor's,21,51695,722,22214.42472188897,3.0,0
10691,33,Engineering,Bachelor's,12,13920,674,39000.49713288514,3.0,0
10692,51,Finance,Bachelor's,28,47920,749,26695.280724356253,5.0,0
10693,25,Engineering,Bachelor's,3,122343,669,23460.745391013934,,0
10694,45,Operations,Bachelor's,24,16028,679,13266.442455538765,3.0,0
10695,45,Engineering,Bachelor's,24,40693,705,,3.0,0
10696,34,Finance,Bachelor's,15,24411,630,13383.116799151258,4.0,0
10697,41,Marketing,Bachelor's,22,46888,650,46155.29054075601,2.0,0
10698,22,Sales,Bachelor's,2,36735,697,6534.1337964943705,5.0,0
10699,49,Finance,Bachelor's,28,24713,684,1000.0,5.0,0
10700,35,Marketing,Master's,14,48665,692,26340.00970219642,5.0,0
10701,31,Sales,Master's,11,107216,674,5655.650670316779,1.0,0
10702,50,Engineering,High School,31,32385,639,55208.05387704199,5.0,0
10703,29,Engineering,Bachelor's,8,55929,637,48983.100551946605,5.0,0
10704,21,Engineering,High School,1,16714,610,1995.7679100207642,5.0,0
10705,19,HR,Bachelor's,0,20458,573,2812.1014042601596,4.0,0
10706,45,Engineering,Bachelor's,26,48215,690,17088.41735185988,4.0,0
10707,22,Engineering,Bachelor's,1,88474,605,23490.433780118638,,0
10708,59,Marketing,Bachelor's,32,44952,655,,5.0,0
10709,18,Sales,Master's,0,30096,650,31539.846367321294,2.0,1
10710,58,HR,Bachelor's,38,36300,729,22591.52194037396,3.0,0
10711,40,Engineering,Bachelor's,21,17150,640,,5.0,0
10712,36,Engineering,Bachelor's,15,52193,631,1000.0,4.0,0
10713,31,Operations,PhD,10,61660,628,34672.39167655373,2.0,0
10714,42,Engineering,Master's,22,27687,651,6043.945223210266,5.0,1
10715,37,Finance,Bachelor's,16,27391,679,44965.63617439814,,0
10716,51,Finance,Master's,26,42596,723,13630.693726928934,3.0,0
10717,39,HR,Bachelor's,20,27944,642,21514.15490511694,5.0,0
10718,39,Engineering,Master's,20,34902,621,51579.11441051426,3.0,0
10719,33,Finance,Master's,9,128006,731,49808.3044059389,3.0,0
10720,37,HR,Bachelor's,16,31312,624,11611.259935228833,3.0,0
10721,41,Sales,Master's,16,29289,634,5857.921418712827,1.0,1
10722,18,Marketing,Bachelor's,0,24623,672,37307.60804927274,3.0,0
10723,21,Engineering,Bachelor's,0,56755,678,14188.435945520498,2.0,0
10724,46,Engineering,Bachelor's,26,32573,684,5331.129850953371,5.0,0
10725,40,Sales,Master's,17,24596,602,58696.18952665074,4.0,0
10726,35,Sales,Bachelor's,9,80240,690,5519.414939051028,,0
10727,38,Marketing,High School,17,85115,744,1000.0,4.0,0
10728,42,Marketing,Master's,23,25330,651,1000.0,2.0,1
10729,31,Marketing,Bachelor's,12,11849,687,24342.392697469015,5.0,0
10730,28,Sales,High School,9,66470,722,27093.712162117125,5.0,0
10731,40,Operations,Bachelor's,21,24082,727,9314.363490911344,3.0,0
10732,26,Engineering,Bachelor's,6,58359,670,9641.966040000392,2.0,0
10733,42,Marketing,Bachelor's,21,11135,674,10368.723560882712,4.0,0
10734,18,Engineering,High School,0,62041,706,28498.246614751006,4.0,0
10735,50,Sales,PhD,30,17558,691,1497.3010795926114,5.0,0
10736,43,HR,Master's,22,56300,668,66167.88791235116,2.0,0
10737,41,Operations,Bachelor's,22,36627,655,6292.467544030508,2.0,1
10738,49,Engineering,Bachelor's,30,20488,685,200654.45589452554,,1
10739,57,Operations,Bachelor's,38,28446,647,4704.145847637537,4.0,0
10740,50,Engineering,Bachelor's,29,54818,696,36910.56008990976,1.0,0
10741,18,Sales,High School,0,38697,674,6321.150386788131,3.0,0
10742,22,Engineering,Bachelor's,3,51567,559,2107.561734241396,4.0,0
10743,30,Finance,Master's,10,118879,776,51972.706967375234,4.0,0
10744,38,Sales,Bachelor's,14,14206,684,48930.82059052764,3.0,0
10745,44,Sales,Bachelor's,25,95829,708,12919.851338593855,4.0,0
10746,29,Finance,Master's,7,38662,666,30299.80035533694,5.0,0
10747,40,Engineering,Master's,18,21178,653,20358.358806430602,5.0,0
10748,28,Engineering,Bachelor's,5,16347,672,47925.60475806094,3.0,0
10749,30,Finance,Master's,3,32419,671,9460.453777316134,3.0,0
10750,21,Marketing,High School,2,63132,598,18541.235654494252,5.0,0
10751,26,Engineering,Master's,7,33639,664,,3.0,1
10752,21,Marketing,Bachelor's,0,89921,663,10920.25015090579,4.0,0
10753,26,Sales,Master's,6,15203,627,55514.77600461334,4.0,0
10754,50,Engineering,PhD,29,36053,657,4534.387850715127,3.0,0
10755,26,Engineering,Master's,4,17129,691,4048.5256341104623,4.0,0
10756,69,Engineering,Master's,40,45169,757,21504.231457909667,4.0,0
10757,43,Marketing,Bachelor's,16,61829,651,26786.669366561717,4.0,0
10758,40,Finance,Bachelor's,4,28213,577,5411.0034346783395,2.0,1
10759,27,Operations,Bachelor's,5,7611,600,12386.828721195085,5.0,0
10760,46,Sales,Master's,26,40919,702,73231.69160917327,4.0,0
10761,31,Engineering,Master's,6,47194,659,7079.552735264805,4.0,0
10762,39,Operations,Bachelor's,20,46285,727,27592.68382108616,5.0,0
10763,68,Sales,Master's,40,76226,772,33691.210106298575,4.0,0
10764,36,Engineering,Master's,11,19098,676,14861.010277350211,4.0,0
10765,51,Operations,PhD,32,54618,720,69325.11492142428,5.0,0
10766,29,HR,Master's,10,74273,623,33357.42271353312,3.0,0
10767,37,HR,Bachelor's,18,12492,638,,4.0,0
10768,59,HR,High School,35,43993,747,21060.63054516233,5.0,0
10769,30,Engineering,High School,9,26835,637,29491.2295377891,3.0,0
10770,59,Engineering,Bachelor's,37,34581,721,22423.85854381558,1.0,1
10771,46,HR,Bachelor's,27,44739,677,52736.713605922734,5.0,0
10772,31,Engineering,Master's,8,27110,596,11035.935405103928,5.0,1
10773,45,Marketing,Master's,22,24211,658,8912.793219183646,5.0,0
10774,49,Finance,Bachelor's,29,37067,700,6014.83830901528,2.0,1
10775,45,Finance,High School,25,18913,638,1000.0,,0
10776,19,Marketing,Bachelor's,0,18930,605,1099.1619866083379,2.0,1
10777,29,Finance,High School,0,54590,606,51016.13702644444,,0
10778,35,Finance,Bachelor's,13,18228,685,28360.63577443738,4.0,1
10779,37,Sales,Bachelor's,10,54164,651,27009.420411815616,3.0,0
10780,45,Engineering,High School,25,47932,746,23839.61579389144,2.0,0
10781,40,Engineering,Bachelor's,17,12893,705,47298.1946418147,4.0,0
10782,21,Marketing,Bachelor's,0,24184,616,16360.997944687464,4.0,0
10783,42,Engineering,Bachelor's,20,74344,659,51084.651306133885,2.0,0
10784,45,Engineering,Bachelor's,16,20156,564,11135.50829481414,5.0,0
10785,44,Engineering,Bachelor's,24,27483,611,65332.426344072526,3.0,0
10786,50,Marketing,Bachelor's,31,47917,645,29987.651550665916,4.0,0
10787,48,Operations,PhD,26,58106,753,7432.441729522403,5.0,0
10788,43,Engineering,Bachelor's,21,31228,671,20757.69572798293,,0
10789,37,HR,Bachelor's,16,25374,667,19037.286640341918,3.0,0
10790,18,HR,Master's,0,85256,579,3709.5659755895476,3.0,0
10791,43,Engineering,Bachelor's,22,103088,678,22365.855023987162,5.0,0
10792,40,Operations,Master's,20,65337,727,9450.588290091058,3.0,0
10793,41,Sales,Bachelor's,21,38222,684,1344.2185474119717,4.0,0
